,TITLE,TIME,CATEGORY,DESCRIPTION,CONTENT,KEYWORDS,FROM,LINK
91,台積電論戰起 摩根大通挺毛利率沒問題 目標價上看780,2021-06-22 06:25:46,財經,摩根士丹利證券降評台積電（2330）引動股價21日下挫3.32％，多頭派火速護航，摩根大通證券指出，每當台積電推出新尖端製程時，市場總會浮出對營運擔憂，但事後證明，台積電動能愈來愈強，3奈米製程也不會例外，看好,"摩根士丹利證券降評台積電（2330）引動股價21日下挫3.32％，多頭派火速護航，摩根大通證券指出，每當台積電推出新尖端製程時，市場總會浮出對營運擔憂，但事後證明，台積電動能愈來愈強，3奈米製程也不會例外，看好台積電毛利率未來幾年保持在50％出頭水準，且邏輯半導體2022年仍會成長。

外資圈對台積電後市主流意見以樂觀為基調，摩根士丹利證券半導體產業分析師詹家鴻降評看法一出，迅速引起各方法人討論，由國際資金21日賣超近2.8萬張也可發現，機構法人確實重新審視對台積電預期。不過，看好台積電的外資券商摩拳擦掌，摩根大通證券打頭陣，重申「優於大盤」投資評等、推測合理股價780元，與摩根士丹利觀點擦出火花。

摩根大通證券台灣區研究部主管哈戈谷（Gokul Hariharan）調查認為，從5奈米製程進階到3奈米製程，每單位電晶體成本仍下降22％；台積電3奈米製程每片晶圓價格約落在18000～20000美元，這與每次新製程（如當時的16、7與5奈米）剛開始的增加30～40％相符。更重要的是，對比5奈米製程發展到同階段時，台積電點出客戶對3奈米製程投片約是5奈米的兩倍。

短期毛利率方面，哈戈谷不諱言，因資本支出大增，在龐大的折舊壓力與新台幣匯率強勢下，台積電毛利率近期可能落在50％附近，第二季因5奈米製程產能利用率低，很可能就是毛利率壓力最大時期，下半年隨蘋果量產，毛利率即趨穩定。台積電過去在幾次新成長階段的早期，也曾因初期投資金額大增，出現過幾度毛利率下滑，哈戈谷認為，這不會造成長期毛利率壓力，尤其當客戶大量投入5與3奈米製程後，台積電毛利率將進步。

就評價面來看，台積電過去幾年憑藉技術優勢，獲得市場重新評價，摩根大通認為，隨台積電2奈米之後的發展藍圖清晰，技術領先地位不被動搖，加上台積電積極強化於半導體生態系地位，更像是一個平台提供者，有助維持評價居高不下。

大型研究機構則指出，因市場需求強，產能緊缺的狀況將持續至2022年，台積電在高階製程的技術與產能保持領先地位，此外4、3奈米等先進製程進度符合預期。以2021年每股純益估值計算，目前本益比約27倍，考量先進製程在提升運算力與降低功耗的必要性，台積電營運成長無虞，重申「買進」投資評等，目標價730元。",,中時新聞網,https://www.chinatimes.com/realtimenews/20210622000756-260410
92,《半導體》恩智浦2車用處理器 採台積電16奈米,2021-06-03 07:45:59,財經,全球處理暨運算領導者恩智浦半導體（NXP Semiconductors N.V.；NASDAQ：NXPI）和台積電(2330)宣布，採用台積公司先進16奈米FinFET製程技術的恩智浦S32G2車輛網路處理器和S32R294雷達處理器正式量產。隨著汽車持續發,"全球處理暨運算領導者恩智浦半導體（NXP Semiconductors N.V.；NASDAQ：NXPI）和台積電(2330)宣布，採用台積公司先進16奈米FinFET製程技術的恩智浦S32G2車輛網路處理器和S32R294雷達處理器正式量產。

隨著汽車持續發展成為強大的運算平台，雙方的合作象徵了恩智浦S32系列處理器也邁向更先進的製程節點。恩智浦S32系列持斷創新，致力幫助汽車製造商簡化車輛架構，並提供完全聯網和可配置的未來汽車。

恩智浦S32R294雷達處理器和S32G2安全閘道處理器已於2021年第二季開始量產，即刻供貨。



S32G2車輛網路處理器能支援服務導向（service-oriented）閘道器，實現安全雲端連結和無線更新（over-the-air update），進而推動以使用率為基礎的保險和車輛健康管理等多種奠基於數據的服務。採用台積公司16奈米技術將使S32G2得以將多個裝置整合在一起，創造功能強大的系統單晶片（System on Chip；SoC），縮小處理器尺寸。

採用16奈米生產的S32R294雷達處理器提供汽車製造商運用具擴展性解決方案所需的效能，包括NCAP、先進轉角雷達（corner radar）、以及長距離前置雷達（front radar）和先進多模式使用情境，例如同步盲點偵測、變換車道輔助和仰角感測（elevation sensing）。

恩智浦16奈米汽車處理器，為恩智浦S32車輛處理器系列廣泛邁向台積公司5奈米製程鋪路。



",,中時新聞網,https://www.chinatimes.com/realtimenews/20210603000845-260410
93,《半導體》史無前例！外資投票機構反對漢唐董座陳朝水續任董事,2021-05-20 11:09:25,財經,台積電(2330)重要供應商，無塵室大廠漢唐公司(2404)將於5月28日召開股東會，全面改選董事，持有24%的外資成為公司派及市場派積極爭取的對象，外資投票重要參考指標機構之一Glass Lewis，向來支持公司派，但在這次漢,"台積電(2330)重要供應商，無塵室大廠漢唐公司(2404)將於5月28日召開股東會，全面改選董事，持有24%的外資成為公司派及市場派積極爭取的對象，外資投票重要參考指標機構之一Glass Lewis，向來支持公司派，但在這次漢唐經營權之爭，卻史無前例首次反對漢唐董事長陳朝水續任董事，在外資圈成為討論話題。

Glass Lewis的報告中明確表示，今年5月13日台灣高等法院更二審判決，對陳朝水的行為有嚴重疑慮與關切。報告對陳朝水先生對公司費用的揭露方式不實。再加上，考慮到他已經因違反法律而被判有罪，並且在此過程中可能違反他對股東的忠實義務。



Glass Lewis相信股東應讓董事對不佳的管理和政策決策，以及對任何相關的法律不法行為負責，可通過投票反對續任。Glass Lewis表示該名董事一直存在法律問題，並不符合股東的長期利益，鑑於刑事判決，認為董事長陳朝水不應繼續擔任公司董事會成員。



",,中時新聞網,https://www.chinatimes.com/realtimenews/20210520002123-260410
94,《盤中解析》航海續揚帆 台股復「電」重登10日線,2021-05-21 10:18:24,財經,美國上週初領失業金續創疫情爆發以來新低，美股四大指數全數收紅，其中費城半導體大漲2.6%，日韓股市今亦同步跟漲，台股今開高94.5點、報在16136.86點，隨即指數一路向上，大漲逾300點、最高達16431點，日KD往上翻揚,"美國上週初領失業金續創疫情爆發以來新低，美股四大指數全數收紅，其中費城半導體大漲2.6%，日韓股市今亦同步跟漲，台股今開高94.5點、報在16136.86點，隨即指數一路向上，大漲逾300點、最高達16431點，日KD往上翻揚，台股創下近7個交易日新高、並重回10日線，10:00後漲幅收斂到150點，今電子股回溫，航運股連續第四日反彈，萬海一度再拉上漲停，今台股量能有重新回流跡象，目雖指數力穩五日線及萬六整數關卡，但短期籌碼仍待進一步沈澱，上檔壓力仍沉重。



電子指數今創8個交易日新高位置，積極重回主流，成交比重達4成3，台積電(2330)開高走高，漲幅逾1.7%，發揮穩盤作用，股價最高達577元，鴻海(2317)強勢走高大漲逾3%，一度站上月均線位置，大立光(3008)上漲逾2%，股價最高達2940元。IC設計指標股聯發科(2454)開高走楊，大漲逾3.5%，股價最高達973元，股王矽力-KY(6415)早盤衝高後壓回震盪，股價最高達3240元，群聯(8299)、聯詠(3034)、敦泰(3545)等漲幅逾2%。面板股友達(2409)、群創(3481)衝高後壓回，漲幅收斂到1%以內，彩晶(6116)也是開高震盪，盤中漲幅約3.5%。

航運股持續揚帆，早盤成交比重一度逾3成，萬海(2615)數度攻上漲停、股價以114元登歷史天價，長榮(2603)、陽明(2609)漲幅逾6.5%，四維航(5608)、慧洋-KY(2637)也分別大漲5.5%、4.5%，台船(2208)、台航(2617)、榮運(2607)、裕民(2606)也紛紛上漲約3.5%，整體航運股漲勢整齊；另外，台灣疫情升溫，帶動宅配市場火熱，宅配通(2642)大漲逾7%，嘉里大榮(2608)漲幅也達6.5%。

電子指數逢10日線壓回，雖連二日收黑，但因為5日線未跌破前，今就見到明顯反彈表現；金融指數逢10日線、月線壓回，仍守5日線，短線逢壓震盪；未含金電指數站回季線後，上檔有5月12日長黑壓力以及10日線反壓，短線恐不易突破。

兆豐國際投顧表示，台股於本週一見到波段低點15159後，週二隨即展開報復性反彈，惟短線強彈千點之後，近兩日解套賣壓陸續出籠，台股短線再度出現震盪；考量反彈過程電子成交比重仍不足五成，鋼鐵、航運以及原物料股上檔套牢籌碼沉重，在領漲族群未明顯回歸下，加上國內疫情何時能夠降溫，後市仍有待觀察；在技術面16500點以上有月季線、頸線、下降線等層層反壓不易突破下，預期中期仍須反覆震盪築底。



",,中時新聞網,https://www.chinatimes.com/realtimenews/20210521001856-260410
95,《台北股市》外資狠砍16檔半導體目標價 台積電、聯發科都中槍,2021-05-20 13:08:23,財經,美系外資針對半導體產業提出最新研究報告，提出警訊「半導體周期高峰可能最早會落在今年第四季」，一口氣調降16檔半導體個股目標價或評等，其中包括台積電、聯發科、聯電等指標股。美系外資指出，晶圓半導體廠第一季,"美系外資針對半導體產業提出最新研究報告，提出警訊「半導體周期高峰可能最早會落在今年第四季」，一口氣調降16檔半導體個股目標價或評等，其中包括台積電、聯發科、聯電等指標股。



美系外資指出，晶圓半導體廠第一季多半贏來強勁的獲利成長，加上晶圓代工短缺的情況可能持續到2022年底，帶給市場更多漲價空間得想像以及毛利率的成長空間，惟現階段看到數個警訊，首先，大陸高端5G智慧機市場轉趨保守，顯示消費者無法承擔過多的價格上漲；再者，庫存已停止下降，PC通路庫存開始回補；以及晶圓廠正在提高資本支出，而中芯國際的8英寸產能擴張已經提前，因此，預估半導體周期高峰可能最早會落在今年第四季，惟這並非是產業景氣全然向下反轉，還是要觀察智慧機、PC和電視需求是否全數回弱。

美系外資本次一口氣下修16檔台廠相關半導體群族目標價，包括有台積電(2330)由680元降至655元；聯電(2303)由70元降至58元；聯發科(2454)由1380元降至1280元；立積(4968)由630元降至588元；瑞昱(2379)由666元降至606元；宏捷科(8086)由194元降至168元；合晶(6182)由62元降至57元；日月光投控(3711)由138元降至123元；精測(6510)由880元降至720元；創意(3443)由300元降至290元；世界先進(5347)由108元降至93元；大聯大(3702)由45元降至42.5元；此外，還有聯詠(3034)從加碼降至減碼評等，目標價從777元降至414元；矽力-KY(6415)從加碼降至中立評等，目標價從3280元下修至2580元；頎邦(6147)降至中立評等，目標價從91元下修至77元；群聯(8299)也從加碼降至中立評等，目標價從578元降至488元。

除此之外，美系外資也建議投資人避開高本益比個股。



",,中時新聞網,https://www.chinatimes.com/realtimenews/20210520003098-260410
96,《半導體》台積電一搏 助台股穩局,2021-05-17 10:01:38,財經,美股上周五上漲，台積電美國存託憑證(ADR)漲3.41%，但受上周末台灣疫情衝擊，台積電(2330)今天股價持續疲弱，早盤一度達542元，跌15元，並未跌破上周三低點518元，且盤中一度拉升至558元，逆轉為漲1元，台積電盤中拉,"美股上周五上漲，台積電美國存託憑證(ADR)漲3.41%，但受上周末台灣疫情衝擊，台積電(2330)今天股價持續疲弱，早盤一度達542元，跌15元，並未跌破上周三低點518元，且盤中一度拉升至558元，逆轉為漲1元，台積電盤中拉升16元，也使得台股開盤後跌點迅速收斂，從大跌500點至跌約100多點。

儘管美國公布經濟數據欠佳，美股收高；道瓊工業指數終場上漲360.68點，漲幅1.06%，收在34382.13點；標準普爾500指數上漲61.35點，漲幅1.49%，收在4173.85點。以科技股為主的那斯達克指數上漲304.99點，漲幅2.32%，收13429.98點。

費半指數表現最為強勢，漲幅達3%，台積電ADR上漲3.41%，聯電ADR上漲0.59%。



台積電日前參加外資舉辦的線上法人說明會，依據台積電上傳4月法說會資料，顯示第2季營運目標不變，單季營收將達約129億至132億美元，可望創歷史新高，高效能運算(HPC)平台業務持續成長，是推升第2季業績攀高的主要動力。

針對台灣疫情升高，台積電防疫措施已管制與非特定人士因營運需求所產生的面對面接觸，並暫停來賓、訪客進入台積電，避免與供應商面對面開會，暫停開放員工親友使用台積電運動館等。

因應疫情，台積電減少非必要性之聚會與活動，會議優先採遠端連線，減少跨廠區人員流動，並暫停舉辦慈善基金會、文教基金會、福委會及創新館等含有非特定人士參與的活動。

另外，聯電ADR漲0.59%；聯電(2303)早盤股價最低43.8元，跌落新低，跌幅達6.4%，但股價迅速拉升，回到46元附近，跌幅減至1.5%之內。



",,中時新聞網,https://www.chinatimes.com/realtimenews/20210517001581-260410
97,《熱門族群》台積電回神 供應鏈添翼,2021-05-18 11:43:28,財經,台積電(2330)今日股價回神，由於台積公司今年資本支出上修至300億美元，且未來三年預計投資千億美元擴產與先進製程研發，將有利於相關供應鏈包括設備、廠務等廠商漢唐(2404)、EUV光罩盒廠家登(3680)、應材供應鏈的京,"台積電(2330)今日股價回神，由於台積公司今年資本支出上修至300億美元，且未來三年預計投資千億美元擴產與先進製程研發，將有利於相關供應鏈包括設備、廠務等廠商漢唐(2404)、EUV光罩盒廠家登(3680)、應材供應鏈的京鼎(3413)等都將同步受惠，今早股價同步反彈。

台積電於先前法說會宣布今年資本支出由先前預估的250-280億美元上修至300億美元新高，較去年大幅增加超過7成；且其未來三年預計投資千億美元擴產與先進製程研發，將對相關供應鏈提供成長動能。



台積電12吋廠有80%無塵室由漢唐承包，是台積電擴大資本支出受益最大的無塵室廠商。漢唐後續接單動能之一即是台積電赴美國設廠。漢唐已於美國設立子公司，台積公司預計下半年開始動工，漢唐則預計今年底前進駐，美國廠訂單可望於明年開始認列營收。

台積電擴大資本支出，相關設備、材料業者也可望持續爭取訂單挹注業績。

台積電今年資本支出約有8成用在先進製程，先進製程供應鍵均可望受惠。法人看好用於7奈米先進製程的EUV(極紫外光)設備供應鏈將得利，其中包括EUV光罩盒供應商家登、EUV設備模組代工廠帆宣(6196)；應材供應鏈的京鼎等。

此外，台積電2021年資本支出約1成將用在先進封測及光罩；台積電竹南新廠預計今年底至明年上半年量產，預期半導體濕製程設備廠弘塑(3131)、辛耘(3583)都可望爭取訂單，助疫後續業績成長動能。

半導體廠務及設備廠帆宣第一季營運表現不錯，單季歸屬於母公司業主淨利2.07億元，基本每股盈餘1.11元。展望全年，隨著半導體大廠持續擴產，公司訂單能見度佳，法人估今年營運再挑戰新高。

半導體設備零組件供應商京鼎第一季營收創新高，獲利則為高檔水準，基本每股盈餘3.45元。受惠半導體廠擴產，今年營收將再挑戰新高，突破百億元，獲利估比去年增長也再挑戰新高。

半導體設備與晶圓再生廠辛耘4月合併營收4.05億元，年增63.11%，今年1~4月合併營收13.61億元，年增55.01%。公司看好今年三大業務都可成長，有利業績比去年增長。

辛耘今年營運回復成長，第一季業績表現不淡，營收9.56億元，年增51.81%。但因產品組合影響，毛利率降至27.82%，單季每股淨利0.25元，仍優於去年同期的0.03元。

展望第二季，隨著半導體大廠持續擴廠，辛耘第二季營收可望比第一季成長，加上產品組合較佳，獲利也可望比第一季成長。法人表示，辛耘今年營收可望比去年有兩位數的成長，獲利也可望比去年增加。



",,中時新聞網,https://www.chinatimes.com/realtimenews/20210518002377-260410
98,《半導體》ADR雙挫 台積守底、聯電先翻紅,2021-05-13 10:35:42,財經,美股重挫，台積電美國存託憑證（ADR）跌4.11%，聯電ADR跌7.47%；台積電(2330)今天股價持續疲弱，早盤一度達541元，跌19元，但未跌破昨天低點518元，聯電(2303)更是率先翻紅，隨後維持在平盤之上整理。美國4月消費者,"美股重挫，台積電美國存託憑證（ADR）跌4.11%，聯電ADR跌7.47%；台積電(2330)今天股價持續疲弱，早盤一度達541元，跌19元，但未跌破昨天低點518元，聯電(2303)更是率先翻紅，隨後維持在平盤之上整理。

美國4月消費者物價指數（CPI）較去年同期上漲4.2%，漲幅高於3月的2.6%，創2008年9月以來最高水準，加深升息疑慮，美股周三大跌，以科技股為主的那斯達克指數跌2.67%，費城半導體指數跌逾4%，台積電美國存託憑證（ADR）跌4.11%，換算每股為台幣605元，聯電ADR跌7.47%，換算每股為台幣46.41元。



受到美國存託憑證（ADR）雙雙走跌影響，台積電、聯電均開低，台積電今天股價持續疲弱，早盤一度達541元，跌19元，但並未跌破周三的低點518元，且今日盤中跌幅亦逐步收斂，跌7元至553元。聯電早盤並未跌破周三低點44.1元，並率先翻紅，盤中漲0.55元至46.9元。



",,中時新聞網,https://www.chinatimes.com/realtimenews/20210513002027-260410
99,《科技》SEMI：5月北美半導體設備出貨 連5月創新高,2021-06-22 11:27:07,財經,SEMI（國際半導體產業協會）今(22)日公布最新Billing Report（出貨報告），2021年5月北美半導體設備製造商出貨金額為35.9億美元，連續第5個月創新高，較2021年4月最終數據的34.3億美元相比提升4.7%，相較於2020年同,"SEMI（國際半導體產業協會）今(22)日公布最新Billing Report（出貨報告），2021年5月北美半導體設備製造商出貨金額為35.9億美元，連續第5個月創新高，較2021年4月最終數據的34.3億美元相比提升4.7%，相較於2020年同期23.4億美元則上升了53.1%。

國際半導體產業協會（SEMI）統計，北美半導體設備製造商出貨金額於今年1月首度突破30億美元關卡，隨後持續逐月攀高，5月再創新高紀錄。

SEMI全球行銷長暨台灣區總裁曹世綸表示：「北美半導體設備製造商出貨金額持續保持顯著的增長。隨著半導體行業採取措施緩解近期製造能力的限制，半導體設備投資將繼續創下歷史新高。」



今年隨著晶圓代工供不應求以及記憶體產業復甦，半導體大廠紛紛擴張資本支出，帶動北美半導體設備製造商出貨金額已連續5個月在30億美元之上，且連續5個月創新高。台積電(2330)已將今年資本支出調高至300億美元新高，成為帶動全球半導體設備市場今年再創新高的推手之一。

因應5G與高效能運算大趨勢，將驅動未來幾年對先進製程與特殊製程需求高成長，台積電將今年資本支出自原訂的250億至280億美元，調高至300億美元，也較去年大增約74%。台積電並預計，未來3年將投入1000億美元增加產能，以支持領先技術的製造和研發。



",,中時新聞網,https://www.chinatimes.com/realtimenews/20210622002146-260410
100,鋼鐵人及NIKE概念股走揚 早盤指數蓄勢挑戰前高,2021-06-28 09:20:45,財經,台股加權指數28日開高在17531.82點，權王台積電（2330）開在590元，小跌1元，鋼鐵股及NIKE概念股表現強勁，航運指數漲幅逾4％，依然是大盤的人氣族群，電子股以PCB、鏡頭及記憶體表現較強，指數續向上攀升，蓄勢挑戰,"台股加權指數28日開高在17531.82點，權王台積電（2330）開在590元，小跌1元，鋼鐵股及NIKE概念股表現強勁，航運指數漲幅逾4％，依然是大盤的人氣族群，電子股以PCB、鏡頭及記憶體表現較強，指數續向上攀升，蓄勢挑戰前高點17709點。

美股25日漲跌互見，NIKE財報優於預期，帶動股價創新高，激勵道瓊指數上揚，標普500指數也受惠於基礎建設方案，再度創下收盤歷史新高；反觀24日同樣創新高的那斯達克指數，25日則是小幅下滑。

道瓊工業平均指數6月25日終場上漲0.69％（237.02點）、收34433.84點。那斯達克指數下跌0.06％（9.32點）、收14360.39點。費城半導體指數下跌0.38％（12.31點）、收3241.48點。

群益投顧指出，主流和投機焦點還是在航運股，指標萬海沒正式轉弱前，電子股只會維持四成左右的成交比重，權值股攻擊動能不容易延續，以內資主導的中小型個股各自表現格局。

加權指數守穩多方缺口17400點，表示趨勢明顯向上，電金權值隨時補量，可望挑戰歷史高點。主流類股包括航運、鋼鐵、車電概念、光學鏡頭、記憶體。",,中時新聞網,https://www.chinatimes.com/realtimenews/20210628001236-260410
101,《盤中解析》台股通電、航運揚帆 站穩17200,2021-06-11 10:35:34,財經,有鑑於長期通膨疑慮降低，美股四大指數全數收紅，標普S&P更創下新高，日韓股市同步走揚，台股也在台積電(2330)給力、航運股續揚帆，以及高端解盲大成功下，指數開高41.23點、報在17200.45點，隨後一度上揚逾百點，最,"有鑑於長期通膨疑慮降低，美股四大指數全數收紅，標普S&P更創下新高，日韓股市同步走揚，台股也在台積電(2330)給力、航運股續揚帆，以及高端解盲大成功下，指數開高41.23點、報在17200.45點，隨後一度上揚逾百點，最高達17278點，惟適逢端午前夕，加上技術面上則進入套牢區，盤中壓力逐漸增大、漲幅收斂，震盪機率加深。



電子股今明顯回神，成交比重回升到55%，早盤相對強勢，台積電月合併營收月增加0.9%、年增加19.8%，預期第二季營收平穩，今開小漲震盪，漲幅逾0.5%，股價最高達603元，站穩600元大關，聯電(2303)強勢走揚，漲幅逾1.5%，鴻海(2317)盤中急拉大漲逾3%，股王矽力-KY(6415)開高走低，早盤後紅翻黑，下挫逾1%，大立光(3008)則持穩上揚約0.5%，IC設計股聯發科(2454)5月營收衝高，但因6月營收須達逾400億元才可達陣財測，惟先前已公布受到合作夥伴京元電(2449)影響，6月營收會有短暫衝擊，今開高走低，一度下挫1%，面板股友達(2409)、群創(3481)開高後漲幅收斂，盤中均回到盤上小漲震盪，彩晶(6116)相對有撐，上漲逾2%。

IC設計族群今漲幅以矽智財、IP相關個股最為強勁，智原(3035)、晶心科(6533)、M31(6643)等全數估攻上漲停，高速傳輸概念祥碩(5269)大漲7.5%。記憶體族群華邦電(2344)開高走高、漲幅逾5.5%，旺宏(2337)早盤由黑翻紅拉高上揚逾2.5%，南亞科(2408)則持穩盤上小漲。

航運股今成交比重約25%，航運股貨櫃三雄長榮(2603)、陽明(2609)及萬海(2615)5月營收同步創下新高，萬海大漲逾5.5%，長榮、陽明漲幅也分別逾4%、3%，新興(2605)、慧洋-KY(2637)、台驊(2636)盤中漲幅也在3.5%~4.5%，中航(2612)、中櫃(2613)、志信(2611)等也均上揚逾2%。

高端疫苗(6547)新冠疫苗二期臨床試驗解盲成功，今日和大股東基亞(3176)一起跳空強鎖漲停板，開盤十分鐘左右，買單高掛1.2萬張、3000餘張排隊想要買進，惟今日疫苗供應鏈震幅大，多空交戰激烈，台康生技(6589)開高後一度翻黑，早盤震幅高達9.75%，台耀(4746)開高後壓力出現，股價由紅翻黑，一度跌破百元大漲。

兆豐國際投顧表示，近期台股因國內科技廠員工群聚染疫，壓抑電子族群表現，加上原物料股亦轉弱整理，指數逢5月上旬反彈高點壓力拉回，技術型態呈現連四黑，但周四在電子股反彈下，再度收復5日、10日均線以及萬七整數關卡，後續宜持續觀察國內科技廠員工染疫進展以及6月16日FOMC會議，目前16750點以下有月季線、5月25日多方缺口層層支撐，又有投信作帳，短線經整理後可望再走強。



",,中時新聞網,https://www.chinatimes.com/realtimenews/20210611002565-260410
102,《盤中解析》貨櫃三雄領航 台股站上17300點,2021-06-15 10:18:27,財經,美股周一標普500指數、那指雙創新高，日韓股市今日上漲。台股挾著國內疫情回穩，多頭士氣如虹，開高66.18點、為17279.7點，在航海王揚帆衝鋒，長榮(2603)創掛牌天價、萬海(2615)及正德(2641)急拉漲停板，航運資金占,"美股周一標普500指數、那指雙創新高，日韓股市今日上漲。台股挾著國內疫情回穩，多頭士氣如虹，開高66.18點、為17279.7點，在航海王揚帆衝鋒，長榮(2603)創掛牌天價、萬海(2615)及正德(2641)急拉漲停板，航運資金占比超過5成，電子股因資金排擠效應，資金占比落到4成以下，權值軍團之一的台積電(2330)觸及大盤17709當天高點609元，台股上漲擴大至130餘點，站上17300點大關，量能有放大的跡象。

分析師指出，今日早盤電子成交比重雖降至37%，但漲勢平均，個股紛紛揚升，聯發科多頭伺機挑戰千元關卡，台積電將在17日除權息、台灣央行周四將召開第二季理監事會，貨幣政策是否調整，都需要多加留意。



盤面上，航海王早盤吸金超過5成，貨櫃輪先動攻勢，萬海衝漲停191.5元，長榮及陽明漲幅在6~7%不等、散裝輪跟進上揚，慧洋-KY(2637)狂飆5%以上；電子權值股中，台積電開高，早盤曾衝至609元、股王矽力-KY(6415)漲幅在1.39%、聯發科(2454)漲幅在1%左右，伺機挑戰千元關卡；美國恐關EUA大門，高端生技(6547)今日跳空漲停後，賣壓不斷出現，股價壓至跌停板鎖住；面板漲價無力，群創(3481)、友達(2409)及彩晶(6116)全數壓低整理。

分析師指出，台股在端午節前最後交易日維持升勢，周線連四紅，9日KD值雖呈現死亡交叉，但開口收斂，觀察外資維持偏多操作，有利台股上攻。美國5月CPI創下自2008年8月以來最大增幅，市場恐仍將觀望本週FOMC會議是否討論縮減QE時程，台股基本面仍佳，加上又有投信作帳，若FED未討論QE縮減時程，台股在短線逢壓震盪後將可望繼續盤堅。



",,中時新聞網,https://www.chinatimes.com/realtimenews/20210615002099-260410
103,《半導體》一日填息後 台積電震盪,2021-06-18 10:01:19,財經,台積電ADR漲1.32%，台積電(2330)今開高2元為608元，再創一個多個來新高，台積電周四除息，股價開低走高，終場收在606元，順利完成填息，這是台積電每季配息以來第4度當天填息。台積電去年第4季現金股利17日除息，每,"台積電ADR漲1.32%，台積電(2330)今開高2元為608元，再創一個多個來新高，台積電周四除息，股價開低走高，終場收在606元，順利完成填息，這是台積電每季配息以來第4度當天填息。

台積電去年第4季現金股利17日除息，每股配發2.5元現金，昨天除息開盤競價基準603元。尾盤大單強拉，股價收高1元至606元，超越填息目標價的605元，也帶動台股周四強拉尾盤。周四，外資轉為買超2280張。

台積電今早隨台積電ADR跳空開高，但股價呈現震盪整理，最低壓至603元，目前小跌1元為605元。



台積電周四再度完成配息當天即填息表現。台積電自2019年起改採每季配息以來，8次除息皆順利完成填息。



",,中時新聞網,https://www.chinatimes.com/realtimenews/20210618001557-260410
104,《盤後解析》航海王再揚帆 台股上漲近百點,2021-06-01 14:50:56,財經,台股今日高檔震盪，高低差達123.85點，匯市方面，新台幣今日以升值開出，IC設計成為撐盤要角，航海王及鋼鐵人早盤陷入整理，尾盤在台積電(2330)持穩及貨櫃三雄揚帆全面亮燈漲停帶動下，終場收在17162.38點，上漲93.9,"台股今日高檔震盪，高低差達123.85點，匯市方面，新台幣今日以升值開出，IC設計成為撐盤要角，航海王及鋼鐵人早盤陷入整理，尾盤在台積電(2330)持穩及貨櫃三雄揚帆全面亮燈漲停帶動下，終場收在17162.38點，上漲93.95點，成交值新台幣4621.74億元；OTC指數收在203.26點，上漲1.39點，成交值為612.96億元。

國泰證期顧問處協理簡伯儀指出，台股上漲近百點，此波由低檔反彈至今已經超過2000點，由今日的量能來觀察，要挑戰前波高點機會不大，須要小心表現弱勢及量能無法放大的個股反轉向下。電子股資金比重重回5成，若能維持5成以上將可奪回主導的局面。



在盤面表現方面，權王台積電法人近日多站買方，收在598元，上漲0.17%，聯發科(2454)盤中一度攻上1015元，尾盤收在977元，下跌1.81%，IC設計族群強勢，敦泰(3545)、亞信(3169)、通嘉(3588)、驊訊(6237)、九暘(8040)等同步收在漲停板；航海王早盤整理過後，多頭重啟攻勢，萬海(2615)收在漲停板159.5元，改寫歷史新高，台航(2617)、陽明(2609)及長榮(2603)等也都收在漲停板；台康生技(6589)業績來源不僅只有做高端疫苗新冠疫苗的原液，還有CDMO業務及新藥授權金等等，午盤擺脫市場錯殺的陰霾，打開跌停，直衝漲停板鎖住159.5元，振幅高達20%。

由從籌碼來看，外資現貨市場站買方，期貨方面微幅加碼空單，整體淨空單口數逼近2.5萬口，偏空調整。在技術面，日KD指標維持高檔，不過量能不足，後續量能需放大至5000億元才有機會挑戰高檔賣壓區。台股短線預期將陷入震盪整理，投資人直嚴控手中持股水位。



",,中時新聞網,https://www.chinatimes.com/realtimenews/20210601004257-260410
